,PRA001,PRA002,PRA003,PRA004,PRA005,PRA006,PRA007,PRA008,PRA009,PRA010,PRA011,PRA012,PRA013,PRA014,PRA015,PRA016,PRA017,PRA018,PRA019,PRA020,PRA021,PRA022,PRA023,PRA024,PRA025,PRA026,PRA027,PRA028,PRA029,PRA030,PRA031,PRA032,PRA033,PRA034,PRA035,PRA036,PRA037,PRA038,PRA039,PRA040,PRA041,PRA042,PRA043,PRA044,PRA045,PRA046,PRA047,PRA048,PRA049,PRA050,PRA051,PRA052,PRA053,PRA054,PRA055,PRA056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glucose 1-phosphate,0.988187371,-1.489949936,-1.56884243,0.602250909,0.483976299,0.625577303,1.006215065,-1.405803137,0.554983474,0.577952366,0.58972408,0.248087223,0.374568801,-2.176447246,0.042879786,0.275864243,-0.047268325,0.306849344,0.18980939,0.690377101,0.759955369,-2.480866572,-2.787764712,0.771202971,0.770275773,0.162260301,0.791530733,0.381373042,0.253286233,0.545148417,0.293357376,0.542865321,0.56978309,0.646994255,0.58065592,-1.900868287,0.696807294,0.768595633,0.355387806,-1.269194905,0.481073455,0.576747219,0.632807609,0.824251151,0.534742435,0.491668841,0.537296459,0.692504692,-2.82872578,0.55870155,0.497681176,0.544861007,1.12860483,1.14205183,-1.135468747,0.40774487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geranyl-PP,0.062138944,0.289291823,-2.643711381,-0.228679341,0.19772389,0.412377263,0.552232042,-5.173316105,0.561761369,0.473614148,-0.255716303,0.539673401,0.284319497,-2.883263061,0.120353161,0.344660851,0.369252241,-0.121849891,-0.118188232,0.578317464,-0.052441502,0.574273916,-1.189032145,0.266307156,0.284793382,-0.127523962,-0.16011996,0.013232337,-0.219274438,0.173293185,0.37999322,0.110986515,0.025895912,0.515174112,-0.055790194,0.717571747,0.144525358,0.585681561,0.12004492,0.647580183,0.300061948,-6.418982709,0.422106767,0.328835828,0.74382356,0.455278477,0.376067253,-2.8584527,-1.951375184,-2.83869728,0.538904517,0.441178707,0.085991465,0.206233449,-2.42386288,0.385704963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenylsuccinic acid,0.082150905,0.281797115,-2.367535563,0.165456783,0.321441433,0.104775561,0.619441585,-1.635414408,0.561463703,0.415321237,0.017432287,0.430289389,1.058333126,-2.087744939,-0.678411656,0.426525411,0.527629021,-0.018498319,0.130304726,0.632139611,1.047326794,0.205840729,-1.379933827,0.355106792,0.303192251,-0.351288449,0.070865097,-0.730706406,0.302939756,0.71401256,0.184765291,0.041608771,-0.053506838,0.530373013,-0.112098376,0.063512835,0.238052728,0.244345221,0.71885755,0.626064533,-0.045136954,-0.434276223,0.63673861,0.430719864,0.168100537,0.666929977,0.574722438,0.296656374,-1.619096701,-0.355258359,0.744332382,0.562950428,0.243751307,0.170573442,-2.006368793,0.612355511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycerol 3-phosphate,-0.484850715,-0.708559719,-2.086468857,-0.21248338,-0.532679141,-0.270336992,-0.164709758,-1.900554924,-0.015903769,-0.341464788,-0.704420692,-0.341091057,-0.176798195,-2.353544449,-1.204891857,-0.42926358,-0.27223634,-0.939737891,-0.526080622,-0.231203785,2.543205706,-0.528315378,-1.277083257,-0.420237209,-0.50519225,-0.699306347,-0.460174809,-0.644401666,-0.624521746,-0.338326169,-0.515346069,-0.469953382,-0.338184458,-0.354266555,-0.410524123,-0.539873392,-0.183636763,-0.207088851,-0.470467705,-0.173937895,-0.856955026,-0.497735637,-0.252927528,-0.091261593,-1.704355414,-0.263985076,-0.10968357,0.114562854,-1.707060514,-0.366460731,-0.121218609,-0.331949741,2.234893347,-0.412198224,-2.122347539,-0.425676762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glyceraldehyde,0.495691288,-1.013774702,-1.877330311,0.698415649,0.63440658,0.365264228,1.210043129,-2.715169214,0.623939298,0.844586749,0.352129183,1.778123333,0.220246902,-3.363348198,-0.224021928,0.077943789,0.087192165,1.155515425,0.115868412,0.578899266,-0.197355802,-0.744569144,-1.764500596,-0.809793892,0.503094413,-0.2019298,0.089223999,-1.139899942,0.049164333,0.410381272,0.958132658,0.384310296,0.364852062,-0.623254144,0.188794651,0.030282176,0.91477923,0.540601752,0.228604334,0.993799861,-0.257357346,0.340482527,0.36898513,0.615782703,-1.038036744,1.642661704,-0.084863469,0.238593712,-2.949040034,0.435714275,1.068874505,-0.238269238,-0.179344032,0.995964449,-1.875192006,2.065840851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyruvic acid,-0.73374586,-1.93738977,-2.09942042,-0.19807063,-0.53405887,-1.80820523,-0.27680159,-2.19229837,-0.50585409,-0.9833555,0.08975073,-0.52103669,-0.49639817,-3.02611779,-0.63154978,-0.67496065,-0.53612445,-0.92963585,-0.95479839,-0.85650674,-2.16319499,-2.21522076,-1.32113475,-1.85099644,-0.3285456,-0.33379263,-0.12760555,-0.22175736,-0.48587915,-0.46876024,-2.09163415,-0.51414192,-0.64470345,-1.62009134,-0.87865848,-1.59805322,-0.87504465,-0.46772197,-0.62920916,-1.58476033,-0.28235557,0.32535113,-0.10685262,-0.34053503,-1.37629337,-0.305342,-0.36497569,-0.23714852,-3.15849424,0.18969825,-0.4128885,-2.18930381,-0.8658555,-0.48907332,-1.84818823,-2.15177294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methyl-3-methyl-2-oxopentanoate,-0.297998893,-0.45492338,-2.16304939,-0.882404853,-0.579598181,0.050352001,0.185347742,-3.082239928,-1.760821215,-1.280470925,0.033454177,0.323957894,-1.068255752,-5.590700028,-0.071086029,-2.151423453,-0.078524206,-2.114100885,-2.285086174,-2.175591913,-1.408746328,0.257683932,-1.942433016,-1.465397908,0.606041611,0.257112424,0.153617122,0.740468576,-0.507608388,-0.204114593,-0.036734119,-0.584425366,-1.72914816,0.1993003,-1.667364566,0.622123031,-0.30463167,0.287821661,-0.362716205,-0.309256906,0.903749923,0.37301382,-2.268719408,-0.012280401,0.313813689,-1.308136162,-1.393605936,-0.865178561,-4.092914488,0.966436435,-1.54142343,-1.583144104,-1.122311689,-0.001762363,-2.996618315,-2.933367788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isocitric acid,0.069125992,-0.091850781,2.591238407,0.580710096,0.020728372,0.235589246,0.20931796,-1.456188343,0.381173535,-4.576422897,-0.070466385,0.157832498,0.15792052,2.595287064,-0.050431243,0.211169158,0.420138768,-0.307437088,-0.687167342,0.191056146,0.066587634,0.403797225,-0.892259691,0.122349069,0.224713563,0.054994745,0.282909955,-0.240108458,-0.204548142,0.118622035,-0.129115384,-0.009277255,0.450654857,0.158109227,-0.394837083,-0.000738157,0.016739186,0.138216808,-0.199334546,0.264088636,0.126648583,0.345140011,0.061159094,0.387850586,0.322639051,0.166459017,0.07277446,-0.626664967,-1.399883452,-0.774625542,0.262552538,0.159420088,0.144723362,0.360847046,2.59149314,-0.037559225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homovanillic acid,0.877211406,0.543403274,-1.601527042,1.209780876,1.353092292,0.363719849,0.65203099,-1.959172567,1.703636566,0.431272574,-0.313554476,-0.409283469,0.139835968,-2.288003463,1.166033414,0.290218655,0.678026658,0.217765312,0.150575283,1.037720233,0.064464221,0.277793668,-1.197927746,-0.154687886,-0.193405929,-1.139549369,0.824716043,0.917672356,1.17988803,0.889946196,-0.57508216,-0.161204087,0.94153289,1.027182762,-0.57875659,0.403176909,-0.320795192,0.890684116,0.257316261,1.229183712,0.261071223,0.261480055,0.433924052,1.563586209,0.138234357,-0.217015531,1.414809342,0.623794935,-0.272565013,1.245093087,0.481177667,0.893398822,0.923381659,0.754541433,-1.367676653,1.231373651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trimethylamine,0.347589579,0.214248429,0.768531578,0.41405347,0.373618878,0.245572979,0.412601789,0.389822157,0.275481085,-1.4820111,0.353799091,0.304676623,0.291350137,0.925177608,0.333432239,0.353301544,-1.612510705,0.073761058,-4.492371043,0.449291827,0.289252259,0.341937636,0.259161459,0.497141257,0.300595474,0.36101979,0.494093129,-2.400036905,0.462274586,0.427252161,0.196811947,0.275799368,0.304015537,0.335846844,-1.101158123,0.457464482,0.22789985,-2.192101066,0.319163334,0.284735631,0.159325355,-0.810669759,0.371833523,0.374644579,0.482900222,0.307824146,0.413109745,0.553735856,0.514321127,-2.541823716,0.12121631,0.449450987,0.42263983,0.321052779,-2.161140446,0.246457378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycine,0.329867994,0.314456624,0.843456213,0.650620118,0.289613441,0.212083582,0.681184478,0.638027305,0.534944277,-1.706008094,0.416505429,0.439679938,0.36980557,0.459729877,0.38624735,0.359605698,-2.188131848,0.276471363,-2.63565759,0.360482491,0.382108094,0.602563243,0.608339057,0.517970843,0.376513555,0.299511046,0.388556669,-2.830357502,0.355684338,0.368657513,0.366404914,0.0594897,-2.836113154,0.373370445,-1.705944969,0.547636036,0.612876474,-2.730716476,0.352721084,0.495498265,0.205534764,-1.228709158,0.324924566,0.607685173,0.439391934,0.562451364,0.514584982,0.457263856,0.852963891,0.29120469,0.050191054,0.414669578,0.259979162,0.595357039,-2.90982292,0.379246812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trimethylamine N-oxide,0.717335479,0.145731523,0.480988725,0.589691933,0.449924187,1.264932305,0.587674761,0.305605586,0.769183414,-1.603880886,0.329404612,0.362395141,0.504695365,-0.709074762,0.304697212,0.45235269,-2.021126766,0.358188972,-3.322523339,0.48923292,0.181491959,1.015911136,0.011218317,1.219285474,0.268878393,1.1081628,0.538153432,0.497229544,0.120504729,0.214315898,0.181587139,0.213124573,-0.457302502,0.041299527,-1.323130184,0.465320409,0.732107063,-2.80404776,0.297857487,0.685193612,0.155477404,-1.405908818,0.619718026,1.099810635,1.109969057,0.827102207,0.361040413,0.611093138,0.671765112,0.379894197,0.442059624,0.365917571,0.296298724,0.214298452,-2.490161752,0.533421092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarcosine,0.180142239,0.069281038,0.719525391,-1.543007417,0.191064631,0.296744179,0.316884276,0.327527816,0.328616671,-1.771554819,0.648241454,0.238356543,0.681060536,0.725627386,0.318546556,0.359373688,-1.702768931,0.498080112,-2.314602253,0.576233478,-0.149457611,0.423492807,0.391586632,0.318501101,0.486870796,0.598358263,-1.80466925,0.18388295,0.687342982,0.349071786,0.531967934,0.227076919,-0.945727654,-0.041982022,-1.214184116,0.313526445,0.528128921,-3.344424643,0.822844658,0.181666926,0.343207466,-0.978818488,0.427375531,0.59273505,0.533433528,0.386184921,0.589039501,0.407302723,0.450483232,0.032914903,1.948123829,0.475553826,0.003041737,-1.039970375,-4.130619769,1.699967107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alanine,0.298016041,0.347693145,0.552893068,0.42536258,0.453023134,0.296411749,0.463081935,0.324107485,0.291964994,-2.259494461,0.292755736,0.248158381,0.260996233,0.258635492,0.477487814,0.544994372,-2.709938272,0.057678078,-3.301570544,0.245528621,0.267961707,0.498716761,0.557485366,0.579279814,0.585675358,0.446857832,0.439468179,0.197915545,0.238939357,0.352726941,0.122583002,0.251336213,0.492448655,0.126420297,-1.898908451,0.52285726,0.261646285,-3.305712937,0.316686435,0.228413756,0.124393056,-1.282806792,0.211108701,0.505863942,0.44317515,0.46968822,0.329131485,0.342993638,0.414869719,0.161747477,-0.184952062,0.688523524,0.368398366,0.563594989,-3.157041239,0.464648346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadaverine,0.636808536,-0.584758565,0.748264819,0.580064885,0.495714566,0.41447284,0.411144124,0.752690463,0.067535962,-1.768272452,0.588137835,0.382142318,0.189114461,0.656167847,0.55339093,-0.806118941,-2.262207571,0.311799942,-3.072042192,0.537717057,0.738695808,0.53348697,0.449247848,0.275415791,0.435364563,0.31559999,0.772478778,0.393537432,0.320125293,0.41444287,0.514425902,0.219654067,0.507344191,0.362206837,-1.51717749,0.668397304,0.215545447,-2.967817526,0.407255698,0.772184632,0.133447071,-1.342936859,0.378140608,0.518993899,0.018038058,0.680934187,0.54187159,0.265530499,0.470277347,-0.091348201,0.456916978,0.564390476,0.969290887,-0.043765045,-2.525608499,0.136292725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Aminoisobutyric acid,0.273736519,0.056865667,-1.006760878,-0.887837632,0.508549839,0.351825453,0.410799901,0.522431612,0.454124902,-2.039866709,0.381969871,0.466516592,0.326924272,0.527844189,0.398796592,0.307352792,-2.322844107,0.26895709,-4.621923538,0.543984903,0.549654992,0.452158341,0.30820449,0.597140122,0.293983508,0.309141188,-1.219088569,-1.019502066,0.138611882,0.279441316,0.413433927,0.166150265,0.717039028,0.435970921,-1.581745298,0.624822609,0.451990398,-3.090066249,0.307465753,0.123441008,0.327734021,-1.139413907,0.185089438,0.360606467,0.313826326,0.292803639,0.390065015,0.33749659,0.640744011,0.03715877,-0.071763009,0.555915955,0.56585759,0.822593393,-3.528112177,0.18652045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choline,0.44352716,0.22072763,0.5984279,0.4385051,0.48668546,0.35675523,0.51048754,0.37871906,0.27927953,-2.3129321,0.38273731,0.30881369,0.29325724,0.26688409,0.40614242,0.48323401,-2.56961772,0.10561033,-3.23866948,0.52494418,0.32507017,0.42625744,0.26787804,0.65436585,0.37611446,0.43242317,0.20484106,0.27403731,0.49425516,0.52656798,0.27967589,0.26048929,0.3483949,0.34852258,-1.79949324,0.54118708,0.25757427,-3.4502573,0.29127475,0.30617104,0.12647777,-1.41663171,0.46632769,0.42728836,0.63492952,0.32741705,0.49213743,0.70135362,0.56549596,0.38941044,-0.01502577,0.47372278,0.55674204,0.33739887,-3.33385901,0.22301624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimethylglycine,0.388903195,0.167113244,0.498270263,0.4340721,0.404283854,0.379872546,0.276362944,0.529722556,0.6644598,-2.487088655,0.618845945,0.376299974,0.401164325,0.393592538,0.471044385,0.333408701,-2.471166487,0.311956509,-3.052628268,0.414595366,0.106251042,0.420281395,0.37969805,0.488109783,0.514441792,0.586964173,0.21260857,0.412013449,0.608909294,0.467318683,0.312067536,0.188418639,0.409882538,0.370329589,-1.641632968,0.470543151,0.445528803,-3.243773588,0.510093905,0.19862803,0.203409194,-0.947985685,0.430394165,0.343293696,0.607444732,0.437483549,0.333024465,0.901541856,0.593357533,0.536282521,0.194863866,0.227321684,0.570588083,0.287168808,-3.476429651,0.291655607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serine,0.215146211,0.496175667,0.407871089,0.341707309,0.342171011,0.198187139,0.550872335,0.402307259,0.262898682,-2.218373177,0.477402219,0.517399466,0.37798437,0.567083917,0.305872683,0.397778004,-2.422233855,0.399889976,-3.07653781,0.260426961,0.357618382,0.482199232,0.590749018,0.514177304,0.528397428,0.292038758,0.476642166,0.289537376,0.179191263,0.430040802,0.418447527,0.006702514,0.464917203,0.252484829,-2.002706462,0.649945605,0.485685588,-3.345753287,0.392210279,0.173117799,0.236184383,-1.427740082,0.449279997,0.418063105,0.440944245,0.418786617,0.360140463,0.454049307,0.541379036,0.30017326,0.06022246,0.662076553,0.378440539,0.485136235,-3.228168309,0.390373605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cytosine,0.801202931,-1.523624421,0.110052953,0.895109775,0.90287815,0.853180311,-1.523624421,0.862093711,-1.523624421,-0.136130207,0.798595806,0.84809963,0.932617537,0.978343258,0.780184913,-1.523624421,-0.193252594,0.917694794,-1.169829713,0.914437693,1.171928834,-1.523624421,-1.523624421,-1.523624421,-1.523624421,0.733304565,0.5608137,0.89677779,0.950484457,0.813644773,0.645907443,0.845038309,0.188077117,1.004915641,0.193265871,-1.523624421,0.901173207,-0.527034504,0.807519714,-1.523624421,0.818350376,0.262392969,0.989823139,1.021044527,-1.523624421,-1.523624421,0.914209275,0.741146706,-1.523624421,0.827079169,0.60691583,0.874609973,0.969430581,0.886048097,-1.119910369,0.844868273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creatinine,0.49993584,0.28597167,0.48811845,0.47187815,0.46569321,0.4131762,0.39022805,0.41221483,0.30471464,-1.66607029,0.40894255,0.43355647,0.23482254,0.3907842,0.41747382,0.35395457,-1.86388818,0.23290595,-2.60223432,0.37223818,0.39328394,0.57792373,0.42251461,0.62277914,0.3988774,0.46172634,0.33675972,0.37947913,0.44508382,0.36326883,0.41443633,0.26844333,0.41712857,0.57332663,-1.31996412,0.64045338,0.46228349,-2.48290573,0.27185275,0.22957567,0.3431825,-0.9788776,0.36023893,0.33415036,0.45741855,0.42218429,0.63237384,0.44301005,0.59592679,0.27341956,0.06829571,0.42679628,0.43736918,0.38184504,-2.45835249,0.36583078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proline,0.097440326,0.164150961,0.30495734,0.450378808,0.617155766,0.599934119,0.116522599,0.11117594,0.180088103,-1.598726331,-3.705822675,0.205176326,0.082353361,0.244828246,0.236991014,0.296682268,-1.837447252,0.124592492,2.013765724,0.140321051,0.124806834,0.376687014,0.347691351,0.34308384,0.34642483,0.487751451,0.139853047,0.7926062,0.215723725,0.286019689,0.128454088,0.144856437,0.666239795,0.343780879,-1.29844744,0.54269617,0.125908344,2.013596516,0.152279451,0.186812549,0.149563018,-0.668376684,0.419665813,0.308005176,0.261523331,0.310983198,0.269935095,0.323424405,0.267481045,0.306238288,-0.045578868,0.431002876,0.282718731,0.516609238,2.013614225,-3.824881851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aminopentanoic acid,0.44767886,0.295775405,-1.31101699,0.341164228,0.327544628,0.499947341,0.255947039,0.27894147,0.360657461,-1.680588725,0.532695859,0.6536457,0.331071778,0.322933943,0.34587484,0.340895348,-2.167378581,-0.08325411,-2.788338335,0.184848617,0.693406504,0.633351096,0.569267991,0.623830617,0.652586066,0.433480094,-1.348217622,0.606054891,0.440817294,0.17293134,0.593327977,0.06696237,0.163375308,0.074392584,-1.600078234,0.748988363,0.624103488,-3.087294518,0.297521041,0.383534014,0.373816338,-1.351179101,0.610404166,0.375915406,0.236010997,0.539673807,0.81660975,0.47026391,0.822797583,0.238760831,0.046412121,0.438455956,0.573112133,0.470073345,-2.610331025,0.241822241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betaine,0.543499228,0.267685201,0.296288312,0.78846576,0.138317619,0.580159122,0.472217604,0.445791772,0.041571893,-1.668752151,-0.289756866,0.20216276,0.322920037,-0.0241688,0.295727508,0.355112702,-2.029004342,0.189713126,-2.967218883,0.434547876,0.191935987,0.340594637,0.384803035,0.452933461,0.389235848,0.30503732,-0.052360795,0.025624961,-2.245449463,-2.659310659,0.39881554,0.208317885,0.203695084,0.820092324,-1.487744978,0.629797832,0.122513436,-2.387546583,0.272876823,0.128446741,0.628502533,-1.184319747,0.656914319,0.399177075,0.547075153,0.384031074,0.413551645,0.42391482,0.40660127,-2.586829719,0.331372726,0.663443919,0.414891024,0.212600502,-2.959877091,-0.059523134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valine,0.357197201,0.180190012,0.820964656,0.647944025,0.389759699,0.45561843,0.379745064,0.30638013,0.315508349,-1.76100999,0.315789967,0.321436968,0.315178351,0.694726651,0.45374968,0.061519294,-1.845170292,0.311765528,-2.613795326,0.423764767,-0.142082894,0.462404257,0.415369325,0.591784704,0.509304745,0.510638356,0.506299456,0.436395485,0.527906103,0.534376456,0.478096763,0.284726346,0.82562601,0.344042986,-1.246277727,0.574696198,0.460327645,-2.524649241,0.417660679,0.19375288,0.604957371,-0.661697671,0.379721976,0.497802977,0.470188598,0.335835701,0.468777814,0.628337037,0.439307052,0.609170694,0.172846285,0.407042229,-0.100628489,0.618851555,-6.08582095,0.334564328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indole,-1.374538184,0.734709938,-1.374538184,-1.374538184,0.768906636,0.827456442,0.835899119,0.780477105,0.801668326,-0.28793461,0.681798592,0.82935687,-1.374538184,-1.374538184,0.63267924,0.818477928,-0.354091807,0.788544401,-1.374538184,-1.374538184,1.154365372,-1.374538184,-1.374538184,-1.374538184,0.76869762,0.56437648,-1.374538184,-1.374538184,-1.374538184,-1.374538184,0.8404404,0.570443222,-1.374538184,0.741145436,-0.22374168,-1.374538184,0.796769115,-0.753943771,-1.374538184,0.919117562,-1.374538184,0.005060961,0.841356505,0.66162634,-1.374538184,0.745519758,1.029131689,0.806613148,-1.374538184,-1.374538184,0.703489416,0.92475223,1.074044008,-1.374538184,-1.374538184,0.752375509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homoserine,0.169874682,0.495504375,0.562641222,0.308725386,0.422648316,0.350698501,0.137297344,0.396284328,0.387675339,-2.42674159,0.421431925,0.38602749,0.400629574,0.571720358,0.405481986,0.531715611,-2.55860613,0.380103154,-3.044507119,0.131229712,0.592400149,0.406138722,0.663318364,0.530392786,0.653774737,0.410992492,0.404286087,0.336141686,0.298689612,0.361211934,0.460144427,0.141228489,0.612781536,0.230772649,-1.822095437,0.394370249,0.535670246,-3.228092704,0.379245326,0.360463575,0.319740824,-1.332634083,0.24912253,0.377315761,0.42970823,0.567308768,0.394823422,0.249640532,0.483114402,0.147960815,0.184840618,0.600238084,0.36558934,0.661909011,-3.198103703,0.411957518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Threonine,0.07374779,0.54366978,0.51694597,0.27485672,0.41050429,0.36719382,0.16126083,0.36229178,0.36078679,-2.41198506,0.40166375,0.38414639,0.39168842,0.5411673,0.38208522,0.51246944,-2.57605831,0.36089528,-3.04301451,0.14811024,0.51529998,0.47464145,0.7369107,0.5961025,0.66014842,0.39928157,0.4142125,0.31001194,0.29032903,0.3493707,0.45354555,0.13658887,0.57967542,0.23362039,-1.81731593,0.41779734,0.54007844,-3.21833741,0.39130909,0.28472855,0.31926052,-1.36193175,0.26815435,0.32353349,0.51922231,0.54936312,0.44333713,0.25763751,0.38806342,0.0917458,0.0783851,0.58179142,0.30832666,0.74421671,-3.12094121,0.43145387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cysteine,-1.041697662,-1.041697662,0.844631096,1.344901458,0.732669391,0.871934326,0.792379278,1.090531106,0.856334903,-1.041697662,1.260682252,0.955581657,0.869049913,-1.041697662,1.354855722,-1.041697662,-0.248129515,-1.041697662,-0.274894688,-1.041697662,-1.041697662,-1.041697662,-1.041697662,-1.041697662,1.174459935,0.902404696,1.527251958,1.429606715,1.151117532,0.761507412,0.83170209,1.103996602,0.91780284,-1.041697662,-0.017742234,-1.041697662,-1.041697662,-0.560727468,0.789945372,-1.041697662,1.361489846,0.355606354,1.062540169,1.19305166,-1.041697662,1.033790286,1.096848325,0.99350043,-1.041697662,0.816240312,0.98492672,0.756427633,0.88045579,-1.041697662,-0.130076371,0.868779934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niacinamide,0.873659912,0.735472616,0.479413464,0.932358878,0.787421336,0.717878522,0.385728007,0.889990806,-0.434627991,-1.850222367,0.966258408,1.004489008,-0.524775366,0.265496132,0.146685526,0.440419933,-2.744630449,1.114275554,-3.464227546,0.346262286,0.18589954,0.040785758,0.244414447,0.285642004,-0.065235505,0.923366312,-0.255567689,0.188234695,0.81967692,0.878203437,0.762670653,0.73116758,0.985058743,0.162303246,-1.43463958,-0.009628922,1.391577272,-3.208103997,0.824529986,-0.257078765,-0.139231917,-1.854280742,0.323206347,0.169179451,-0.054430291,-0.433723909,0.037070287,0.347957969,0.281963284,-0.248339303,-0.242636347,0.165932914,0.199730339,0.008223037,-3.476373642,-0.212401518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurine,0.757618735,0.540783908,0.492708038,0.501815723,0.72293486,0.605018064,0.446567694,0.850576032,0.038889793,-1.649769549,0.732723158,0.608880812,0.239306742,0.331615658,0.340701548,0.419754935,-2.154106734,0.893592516,-3.16552581,0.561908517,0.20514752,0.346720159,0.175475284,0.378886079,0.264190824,0.739713697,-3.2364272,0.322343295,0.77675627,0.848637662,0.59905233,0.448436784,0.891196665,0.225833102,-1.257570834,0.580891177,0.540567711,-3.199266281,0.865435428,0.154520255,0.147445887,-0.560447651,0.148922627,0.225940788,0.238458554,0.012508175,0.368013224,1.064553644,0.352780564,0.622701749,-0.165576034,0.114562863,0.234058019,0.353676337,-3.306667567,-0.018359759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyroglutamic acid,0.66867582,0.44892924,0.51251645,-0.97564913,0.27086641,0.3991103,0.66609783,0.55831787,0.29196691,-1.71676333,0.32665881,0.32072141,-0.71525199,0.55696554,0.24695561,0.18323494,-1.94443638,0.53717619,-2.53795883,-0.68103074,0.62611384,0.48212639,0.5540706,0.76673339,0.59801316,0.31028149,0.44825256,0.567433,0.2977428,0.47147255,0.13021549,0.01652059,0.5236041,0.6276876,-1.194732,0.61729948,0.4802967,-2.69863495,-0.46825771,0.43335999,-0.60484052,-0.70265714,0.34332832,0.3170748,0.58187756,0.46539765,0.14578655,0.37803459,0.50091098,0.91067069,0.13386697,0.47678783,0.29553524,0.29524663,-2.89545986,0.21424787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipecolic acid,1.081362289,0.426737357,0.188338992,0.759890421,0.227139278,0.137002392,0.249641571,0.229010747,0.27860746,-2.464856206,0.159161917,0.41893735,-0.021734576,0.629814204,0.656914288,0.200265663,-2.312471242,0.550421749,-2.339695104,0.05091313,0.492854987,0.468793961,0.229741715,0.905871095,1.046505948,0.364651752,0.460277079,-0.221484577,0.371888913,0.137163678,0.558720804,0.102956994,0.653355365,0.698067532,-1.532550843,0.503775677,0.470536237,-3.505667357,0.110179937,0.838694077,-0.215171382,-0.824168475,0.050714261,0.537977462,0.632657828,0.48271801,0.666996606,0.601721505,0.901785796,1.227745732,-0.054639748,0.244506602,0.506249983,0.476453854,-3.091610792,-0.00417486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-Acetylputrescine,0.209,0.0984,0.451,0.0248,0.26,-0.104,0.506,0.0182,-0.0665,-3.62,-0.00348,0.284,0.0663,-0.0316,0.177,0.281,-2.17,-1.18,-2.62,0.194,0.557,0.491,0.393,0.459,0.268,-0.0377,0.372,0.344,0.00814,-0.0172,0.061,0.0165,9.93E-05,0.442,-1.84,0.633,0.0822,-2.58,-0.249,0.235,0.354,-0.881,0.112,0.337,0.101,0.385,0.457,-1.3,0.616,0.22,-0.277,0.57,0.63,0.424,-2.68,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
